query,source,impressions,clicks,ctr,position,already_covered,matched_slug,score
sun damage on chest,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage on face,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage on nose,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage paint repair,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage repair car,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage to eyes,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged lips,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged paint on car,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged skin,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged skin on face,autocomplete,0,0,0.0,0.0,False,,15.0
bbl for sun damage wilmington nc,search_console,7,0,0,92,False,,11.2
dermaplaning cairns,search_console,6,0,0,62.83,False,,9.6
skin needling cairns,both,17,0,0,36.88,True,skin-needling,5.22
facial cairns,search_console,3,0,0,71.33,False,,4.8
pigmentation meaning,both,9,0,0,87.33,True,pigmentation,3.94
perioral discoloration,search_console,2,0,0,71,False,,3.2
cairns skin centre,both,3,0,0,59.33,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.98
cairns skin clinic,both,2,0,0,66,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.82
07 4015 2917,search_console,3,0,0,3.67,False,,2.43
skin needling results,search_console,12,0,0,69.83,True,fractional-rf,1.92
black ring around lips,search_console,1,0,0,79,False,,1.6
broad band light,search_console,1,0,0,87,False,,1.6
cairns facials,search_console,1,0,0,70,False,,1.6
hydrafacial cairns,search_console,1,0,0,72,False,,1.6
hyperpigmentation near lips,search_console,1,0,0,82,False,,1.6
kleresca before and after,search_console,1,0,0,49,False,,1.6
skin care cairns,search_console,10,0,0,82.4,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.6
skin treatment cairns,search_console,10,0,0,74.6,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.6
acne cream,autocomplete,0,0,0.0,0.0,True,which-acne-cream-ingredients-actually-work,1.5
acne scar treatment,autocomplete,0,0,0.0,0.0,True,led-light-therapy,1.5
acne scars,autocomplete,0,0,0.0,0.0,True,acne-scarring,1.5
acne treatment,autocomplete,0,0,0.0,0.0,True,led-light-therapy,1.5
aquafacial bar,autocomplete,0,0,0.0,0.0,True,aquafacial-vs-microdermabrasion,1.5
aquafacial before and after,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial benefits,autocomplete,0,0,0.0,0.0,True,what-are-the-real-benefits-of-an-aquafacial,1.5
aquafacial laser clinics,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial machine,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial near me,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial reviews,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial treatment,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial vs hydrafacial,autocomplete,0,0,0.0,0.0,True,aquafacial,1.5
aquafacial vs microdermabrasion,autocomplete,0,0,0.0,0.0,True,aquafacial-vs-microdermabrasion,1.5
cairns skin cancer,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin cancer and cosmetic clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin cancer clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin care,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin care centre,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin care clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin centre photos,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin check,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin clinic dfo,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin clinic smithfield,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin doctors,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin doctors smithfield,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin specialist,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
dry skin around eyes,autocomplete,0,0,0.0,0.0,True,dilated-capillaries,1.5
dry skin around mouth,autocomplete,0,0,0.0,0.0,True,what-causes-pigmentation-around-the-mouth,1.5
dry skin around nose,autocomplete,0,0,0.0,0.0,True,dilated-capillaries,1.5
dry skin rash,autocomplete,0,0,0.0,0.0,True,why-do-bites-and-heat-rash-leave-dark-marks-in-cairns,1.5
enlarged pores before and after,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores causes,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores meaning in hindi,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores means,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on breast,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on cheeks,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on face,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on face treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on forehead,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on nose,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on nose treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores reddit,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores serum,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores skincare,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
fine lines attitude strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines bra myer,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines face,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines lingerie,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines melbourne,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines memory strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines myer,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines on forehead,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines plunge bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines push up bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines tattoo,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines tattoo melbourne,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines under eyes,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
laser hair removal at home,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal brisbane,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal cairns,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal chermside,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal cost,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal device,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal gold coast,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal hervey bay,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal machine,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal mackay,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal near me,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal smithfield,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal sunshine coast,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal toowoomba,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal townsville,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
melasma causes,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma clinic brisbane,autocomplete,0,0,0.0,0.0,True,melanopro-peel,1.5
melasma cream,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma dermnet,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma meaning,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma mouth,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma mustache,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma on face,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma pregnancy,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma skin,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma treatment,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma treatment brisbane,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma treatment cream,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma vs hyperpigmentation,autocomplete,0,0,0.0,0.0,True,melasma,1.5
melasma vs pigmentation,autocomplete,0,0,0.0,0.0,True,pigmentation-vs-melasma,1.5
microdermabrasion at home,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion before and after,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion benefits,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion brisbane,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion cairns,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion facial,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion facial near me,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion gold coast,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion machine,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion mackay,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion near me,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion sunshine coast,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion toowoomba,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion townsville,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
microdermabrasion vs microneedling,autocomplete,0,0,0.0,0.0,True,microdermabrasion,1.5
pigmentation around mouth,autocomplete,0,0,0.0,0.0,True,what-causes-pigmentation-around-the-mouth,1.5
pigmentation cream,autocomplete,0,0,0.0,0.0,True,is-hydroquinone-cream-safe-for-pigmentation,1.5
pigmentation cream chemist warehouse,autocomplete,0,0,0.0,0.0,True,is-hydroquinone-cream-safe-for-pigmentation,1.5
pigmentation laser,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation laser treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
pigmentation live,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation on face treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
pigmentation peel,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation removal,autocomplete,0,0,0.0,0.0,True,pigmentation-removal,1.5
pigmentation removal cream,autocomplete,0,0,0.0,0.0,True,is-hydroquinone-cream-safe-for-pigmentation,1.5
pigmentation removal laser,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
pigmentation serum,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation skin,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
rosacea laser treatment,autocomplete,0,0,0.0,0.0,True,capillary-reduction,1.5
rosacea treatment,autocomplete,0,0,0.0,0.0,True,kleresca-rosacea,1.5
sagging skin after weight loss,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin around mouth,autocomplete,0,0,0.0,0.0,True,what-causes-pigmentation-around-the-mouth,1.5
sagging skin glp 1,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin inner thighs,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin meaning,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin meaning in hindi,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin near mouth,autocomplete,0,0,0.0,0.0,True,dilated-capillaries,1.5
sagging skin neck treatment,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sagging skin on arms,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin on neck,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin under arms,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin under chin,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin under eyes,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
skin needling aftercare,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling at home,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling before and after,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling benefits,autocomplete,0,0,0.0,0.0,True,skin-needling,1.5
skin needling brisbane,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling cost,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling downtime,autocomplete,0,0,0.0,0.0,True,skin-needling,1.5
skin needling gold coast,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling machine,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling mackay,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling near me,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling pen,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling sunshine coast,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling toowoomba,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
sun damage car,autocomplete,0,0,0.0,0.0,True,can-bbl-treat-sun-damage-and-pigmentation,1.5
sun damage skin treatment,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sun damage skin treatment cream,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
rejuran cairns,search_console,18,1,0.0556,10.94,True,rejuran,1.31
microneedling cairns,search_console,1,0,0,20,False,,1.3
rf fractional laser,search_console,5,0,0,52.8,True,fractional-rf,0.8
difference between melasma and sun spots,search_console,4,0,0,72.75,True,pigmentation-vs-melasma,0.64
rf fractional skin resurfacing,search_console,4,0,0,66.25,True,fractional-rf,0.64
skin treatments cairns,search_console,4,0,0,75,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.64
rejuran skin therapy in cairns,search_console,6,0,0,11.83,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.63
aquafacial,search_console,4,0,0,23,True,aquafacial-vs-microdermabrasion,0.56
bbl light treatment,search_console,3,0,0,91,True,bbl,0.48
fractional rf laser,search_console,3,0,0,96.33,True,fractional-rf,0.48
fractional rf lasers,search_console,3,0,0,71,True,fractional-rf,0.48
difference between tan and pigmentation,search_console,2,0,0,62.5,True,pigmentation-vs-melasma,0.32
fractional rf technology,search_console,2,0,0,49,True,fractional-rf,0.32
perioral pigmentation,search_console,2,0,0,58.5,True,what-causes-pigmentation-around-the-mouth,0.32
redness and,search_console,2,0,0,89.5,True,redness-rosacea,0.32
rf fractional lasers,search_console,2,0,0,61.5,True,fractional-rf,0.32
what is broadband light,search_console,2,0,0,72,True,bbl,0.32
what is pigmentation,search_console,2,0,0,98.5,True,pigmentation-vs-melasma,0.32
what is rejuran treatment,search_console,2,0,0,61.5,True,what-if-pigmentation-treatment-makes-it-worse,0.32
what is skin needling,search_console,2,0,0,83,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.32
kleresca rosacea treatment,search_console,2,0,0,27.5,True,kleresca-rosacea,0.31
rejuran laser clinics,search_console,2,0,0,8,True,rejuran,0.19
bbl broadband light,search_console,1,0,0,72,True,bbl,0.16
bbl light therapy,search_console,1,0,0,84,True,led-light-therapy,0.16
bbl pigmentation,search_console,1,0,0,83,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
broadband light,search_console,1,0,0,73,True,bbl,0.16
broadband light therapy,search_console,1,0,0,72,True,bbl,0.16
broadband light treatment,search_console,1,0,0,69,True,bbl,0.16
cairns clear skin,search_console,1,0,0,43,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
dark skin around mouth,search_console,1,0,0,42,True,what-causes-pigmentation-around-the-mouth,0.16
dark spots under lips,search_console,1,0,0,72,True,what-if-pigmentation-treatment-makes-it-worse,0.16
fractional rf,search_console,1,0,0,100,True,fractional-rf,0.16
fractional rf skin resurfacing,search_console,1,0,0,55,True,fractional-rf,0.16
hydroquinone cream,search_console,1,0,0,98,True,is-hydroquinone-cream-safe-for-pigmentation,0.16
hyperpigmentation around mouth,search_console,1,0,0,38,True,what-causes-pigmentation-around-the-mouth,0.16
kleresca treatment,search_console,1,0,0,40,True,kleresca-rosacea,0.16
meaning of pigmentation,search_console,1,0,0,75,True,pigmentation,0.16
melasma melasma,search_console,1,0,0,96,True,pigmentation-vs-melasma,0.16
melasma vs sun spots,search_console,1,0,0,79,True,melanopro-peel,0.16
pigmentation vs tanning,search_console,1,0,0,38,True,pigmentation,0.16
rejuran,search_console,1,0,0,68,True,what-is-rejuran,0.16
rejuran injection,search_console,1,0,0,50,True,rejuran,0.16
rough skin,search_console,1,0,0,78,True,rough-dry-skin,0.16
skin care centre cairns,search_console,1,0,0,65,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
skin clinic cairns,search_console,1,0,0,68,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
skin needling for acne,search_console,1,0,0,81,True,does-skin-needling-help-acne-scarring,0.16
what does rejuran do,search_console,1,0,0,65,True,what-does-pigmentation-mean,0.16
what is broadband light therapy,search_console,1,0,0,78,True,bbl,0.16
what is rejuran,search_console,1,0,0,45,True,what-is-rejuran,0.16
whats skin needling,search_console,1,0,0,82,True,does-skin-needling-help-acne-scarring,0.16
why do i have hyperpigmentation around my mouth,search_console,1,0,0,85,True,what-causes-pigmentation-around-the-mouth,0.16
why do i have pigmentation around my mouth,search_console,1,0,0,78,True,what-causes-pigmentation-around-the-mouth,0.16
kleresca rosacea,search_console,1,0,0,10,True,what-is-kleresca-and-how-does-it-help-rosacea,0.1
