query,source,impressions,clicks,ctr,position,already_covered,matched_slug,score
pigmentation meaning,search_console,9,0,0,87.33,True,pigmentation,1.44
laser hair removal cairns,search_console,8,0,0,65.88,True,is-laser-hair-removal-safe-on-tanned-skin,1.28
rejuran polynucleotide,search_console,8,0,0,86.88,True,rejuran,1.28
cairns skin care,search_console,7,0,0,79.29,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.12
cairns skin centre,search_console,7,0,0,58.43,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.12
rejuran injection,search_console,7,0,0,68.14,True,rejuran,1.12
skin care centre cairns,search_console,7,0,0,57.43,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.12
aqua facial benefits,search_console,1,0,0,11,False,,1.03
bbl laser clinic,search_console,1,0,0,9,False,,0.97
cairns clear skin,search_console,6,0,0,46.5,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.96
fractional rf laser machine,search_console,6,0,0,31.17,True,fractional-rf,0.96
skin needling benefits,search_console,6,0,0,83.67,True,skin-needling,0.96
clear skin cairns,search_console,5,0,0,51.8,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.8
rf fractional laser,search_console,5,0,0,52.8,True,fractional-rf,0.8
scar treatment cairns,search_console,5,0,0,43.4,True,what-to-avoid-on-skin-after-treatment-in-humidity,0.8
skin clinics cairns,search_console,5,0,0,80.8,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.8
laser clinic cairns central,search_console,7,0,0,12,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.74
difference between melasma and sun spots,search_console,4,0,0,72.75,True,pigmentation-vs-melasma,0.64
rf fractional skin resurfacing,search_console,4,0,0,66.25,True,fractional-rf,0.64
skin clinic cairns,search_console,4,0,0,76,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.64
aquafacial,search_console,4,0,0,23,True,aquafacial-vs-microdermabrasion,0.56
bbl light treatment,search_console,3,0,0,91,True,bbl,0.48
benefits of skin needling,search_console,3,0,0,72,True,skin-needling,0.48
cairns laser clinic,search_console,3,0,0,51,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.48
fractional rf laser,search_console,3,0,0,96.33,True,fractional-rf,0.48
skin needling for acne scars,search_console,3,0,0,86.33,True,does-skin-needling-help-acne-scarring,0.48
what does skin needling do,search_console,3,0,0,86,True,does-skin-needling-help-acne-scarring,0.48
what is rejuran treatment,search_console,3,0,0,74.33,True,what-if-pigmentation-treatment-makes-it-worse,0.48
collagen induction therapy for acne scars,search_console,2,0,0,97.5,True,acne-scarring,0.32
difference between tan and pigmentation,search_console,2,0,0,62.5,True,pigmentation-vs-melasma,0.32
fractional rf technology,search_console,2,0,0,49,True,fractional-rf,0.32
is pigmentation and tanning same,search_console,2,0,0,83.5,True,pigmentation,0.32
laser clinic cairns,search_console,2,0,0,32,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.32
melasma or pigmentation,search_console,2,0,0,92,True,pigmentation-vs-melasma,0.32
melasma vs pigmentation,search_console,2,0,0,90.5,True,pigmentation-vs-melasma,0.32
perioral pigmentation,search_console,2,0,0,58.5,True,what-causes-pigmentation-around-the-mouth,0.32
redness and,search_console,2,0,0,89.5,True,redness-rosacea,0.32
rejuran ashburton,search_console,2,0,0,84,True,rejuran,0.32
rough skin,search_console,2,0,0,73.5,True,rough-dry-skin,0.32
skin needling acne scars,search_console,2,0,0,79.5,True,does-skin-needling-help-acne-scarring,0.32
what is broadband light,search_console,2,0,0,72,True,bbl,0.32
what is pigmentation,search_console,2,0,0,98.5,True,pigmentation-vs-melasma,0.32
whats skin needling,search_console,2,0,0,82.5,True,does-skin-needling-help-acne-scarring,0.32
kleresca rosacea treatment,search_console,2,0,0,27.5,True,kleresca-rosacea,0.31
rejuran laser clinics,search_console,2,0,0,8,True,rejuran,0.19
aqua microdermabrasion,search_console,2,0,0,5,True,microdermabrasion,0.17
advanced skin rejuvenation treatments in cairns,search_console,1,0,0,72,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
bbl broadband light,search_console,1,0,0,72,True,bbl,0.16
bbl for pigmentation,search_console,1,0,0,80,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl for sun damage,search_console,1,0,0,84,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl light therapy,search_console,1,0,0,84,True,led-light-therapy,0.16
bbl pigmentation,search_console,1,0,0,83,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl sun damage,search_console,1,0,0,75,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
broadband light,search_console,1,0,0,73,True,bbl,0.16
broadband light therapy,search_console,1,0,0,72,True,bbl,0.16
broadband light treatment,search_console,1,0,0,69,True,bbl,0.16
collagen induction therapy acne scars,search_console,1,0,0,97,True,acne-scarring,0.16
croydon laser and skin clinic,search_console,1,0,0,62,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
dark skin around mouth,search_console,1,0,0,42,True,what-causes-pigmentation-around-the-mouth,0.16
dark spots under lips,search_console,1,0,0,72,True,what-if-pigmentation-treatment-makes-it-worse,0.16
fractional rf,search_console,1,0,0,100,True,fractional-rf,0.16
fractional rf skin resurfacing,search_console,1,0,0,55,True,fractional-rf,0.16
hydroquinone cream,search_console,1,0,0,98,True,is-hydroquinone-cream-safe-for-pigmentation,0.16
hyperpigmentation around mouth,search_console,1,0,0,38,True,what-causes-pigmentation-around-the-mouth,0.16
is tan and pigmentation same,search_console,1,0,0,76,True,pigmentation,0.16
kleresca,search_console,1,0,0,48,True,what-is-kleresca-and-how-does-it-help-rosacea,0.16
kleresca treatment,search_console,1,0,0,40,True,kleresca-rosacea,0.16
laser clinic australia cairns,search_console,1,0,0,56,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
meaning of pigmentation,search_console,1,0,0,75,True,pigmentation,0.16
melasma melasma,search_console,1,0,0,96,True,pigmentation-vs-melasma,0.16
melasma vs sun spots,search_console,1,0,0,79,True,melanopro-peel,0.16
pigmentation vs tan,search_console,1,0,0,65,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
pigmentation vs tanning,search_console,1,0,0,38,True,pigmentation,0.16
redness of skin,search_console,1,0,0,100,True,bbl,0.16
rejuran,search_console,1,0,0,68,True,what-is-rejuran,0.16
skin needling for scars,search_console,1,0,0,46,True,does-skin-needling-help-acne-scarring,0.16
what does rejuran do,search_console,1,0,0,65,True,what-does-pigmentation-mean,0.16
what is broadband light therapy,search_console,1,0,0,78,True,bbl,0.16
what is rejuran,search_console,1,0,0,45,True,what-is-rejuran,0.16
why do i have hyperpigmentation around my mouth,search_console,1,0,0,85,True,what-causes-pigmentation-around-the-mouth,0.16
why do i have pigmentation around my mouth,search_console,1,0,0,78,True,what-causes-pigmentation-around-the-mouth,0.16
what is aqua facial treatment,search_console,1,0,0,27,True,what-if-pigmentation-treatment-makes-it-worse,0.15
aquafacial benefits,search_console,1,0,0,16,True,what-are-the-real-benefits-of-an-aquafacial,0.12
rejuran treatment,search_console,1,0,0,15,True,rejuran,0.11
why is my skin darker around my mouth,search_console,1,0,0,11,True,what-causes-pigmentation-around-the-mouth,0.1
kleresca rosacea,search_console,1,0,0,10,True,what-is-kleresca-and-how-does-it-help-rosacea,0.1
cairns laser clinic cairns central,search_console,1,0,0,9,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.1
rejuran clinical studies,search_console,1,0,0,1,True,rejuran,0.07
